历史行情.指标排序自选股 日期:2017-07-24,一 指标:MACD(12,26,9)   KDJ(9,3,3)   DMI(7,6)   EXPMA(12,50)   
代码   	名称	 涨幅%%	 收盘	成交量	总金额	  DIF	  DEA	  MACD	  K	  D	  J	  PDI	  MDI	  ADX	  ADXR	  EXP1	  EXP2	
002152	广电运通	-0.26	7.81	6440671	50362620	-0.096	-0.042	-0.107	36.749	28.792	52.663	14.286	32.143	69.666	73.709	7.916	8.021	
002153	石基信息	-1.22	21.79	3238458	70564488	0.081	0.205	-0.249	56.744	55.179	59.873	14.460	35.312	39.035	31.657	22.185	21.866	
002154	报 喜 鸟	0.50	4.00	12701200	50955352	0.068	0.049	0.038	78.090	78.681	76.908	17.293	25.564	13.848	53.591	3.947	3.851	
002155	湖南黄金	-0.29	10.37	23828148	248212912	0.225	0.177	0.095	78.600	74.306	87.188	26.383	0.000	68.531	60.997	10.111	9.748	
002156	通富微电	-1.37	9.39	5514548	51843224	-0.084	-0.013	-0.142	27.835	28.064	27.377	12.022	49.727	64.413	40.839	9.642	9.797	
002157	正邦科技	1.34	4.55	10368721	47011052	-0.010	0.001	-0.020	66.910	60.573	79.582	8.750	52.500	69.185	46.184	4.536	4.557	
002158	汉钟精机	-1.80	15.79	36219416	569993280	-0.461	-0.079	-0.764	11.997	22.192	-8.394	3.345	55.436	61.086	67.014	17.344	18.037	
002159	三特索道	-0.22	22.66	710300	16077445	-0.251	-0.129	-0.242	29.083	30.184	26.882	0.000	27.407	89.913	66.687	23.168	23.702	
002160	常铝股份	-0.25	8.06	13415038	107697776	0.332	0.325	0.013	47.480	60.914	20.611	17.431	24.465	35.617	65.631	8.073	7.496	
002161	远 望 谷	-6.09	10.79	109376624	1151006976	0.729	0.717	0.023	59.148	63.852	49.740	19.912	10.835	36.532	52.000	10.799	9.487	
002162	悦心健康	-0.53	5.61	3182201	17858000	-0.290	-0.205	-0.169	17.201	13.605	24.391	11.765	62.500	74.929	67.670	5.934	6.418	
002163	中航三鑫	0.51	7.91	6910801	54266724	-0.070	-0.010	-0.120	48.049	39.952	64.244	24.561	33.333	42.210	45.191	7.986	8.031	
002164	宁波东力	2.23	10.08	4753256	47813668	-0.082	-0.062	-0.041	24.788	27.179	20.006	32.210	6.742	43.337	47.254	10.073	10.267	
002165	红 宝 丽	0.83	6.06	3112896	18797296	-0.039	-0.023	-0.032	42.362	35.853	55.382	19.231	37.500	54.751	43.355	6.047	6.158	
002166	莱茵生物	-0.46	10.92	5288311	57438024	0.001	0.028	-0.053	52.004	53.350	49.311	5.351	39.465	38.813	30.948	11.027	10.996	
002167	东方锆业	1.97	11.40	15891242	180299072	0.207	0.238	-0.061	48.326	45.054	54.872	17.708	31.771	12.678	49.358	11.222	10.748	
002168	深圳惠程																	
002169	智光电气	-0.45	6.59	3157768	20755772	-0.297	-0.221	-0.151	15.493	15.778	14.922	5.521	57.055	86.400	61.843	6.935	7.476	
002170	芭田股份	0.15	6.81	2103414	14305674	-0.141	-0.091	-0.100	25.083	23.535	28.178	16.794	46.565	73.268	68.401	6.961	7.235	
002171	楚江新材	-0.13	15.65	2671736	41757432	0.252	0.199	0.105	83.122	76.780	95.807	20.163	23.706	29.039	39.613	15.346	14.955	
002172	澳洋科技	1.02	7.92	4621842	36474948	-0.002	0.037	-0.077	42.496	45.274	36.939	15.263	34.737	24.078	33.096	7.968	7.958	
002173	创新医疗	-0.61	14.64	448082	6571772	-0.363	-0.237	-0.253	11.337	19.004	-3.997	0.755	46.415	96.336	79.001	15.210	15.848	
002174	游族网络	0.99	29.54	4957210	145690624	-0.241	-0.054	-0.375	55.524	44.414	77.744	17.865	36.469	42.648	43.008	29.694	29.637	
002175	东方网络	-2.27	9.88	26834276	263567952	-1.188	-0.683	-1.011	3.605	2.695	5.425	0.000	88.758	100.000		11.908	13.793	
002176	江特电机	-3.33	10.74	58860724	638449344	0.445	0.340	0.208	75.162	71.191	83.104	37.563	19.543	28.800	52.497	10.232	9.508	
002177	御银股份	0.56	5.39	4685201	25089920	-0.099	-0.067	-0.064	28.487	26.721	32.021	9.709	38.835	77.115	64.930	5.477	5.673	
002178	延华智能	-0.09	10.80	4521373	48666388	0.042	0.055	-0.025	76.180	68.348	91.845	15.341	36.364	47.169	46.769	10.748	10.617	
002179	中航光电	5.10	35.63	11698896	409239104	1.047	0.976	0.141	74.982	62.351	100.244	31.992	11.970	29.034	52.753	33.593	31.299	
002180	纳思达	2.90	22.34	1448897	32282880	-0.827	-0.831	0.008	37.331	30.821	50.349	24.037	20.319	50.522	41.395	22.454	24.171	
002181	粤 传 媒	1.18	5.15	4134178	21173474	-0.106	-0.087	-0.039	34.585	32.377	39.000	14.286	42.857	74.831	60.159	5.205	5.486	
002182	云海金属	2.57	10.39	45022252	467600224	0.407	0.359	0.096	80.000	73.986	92.029	24.324	5.676	31.893	37.703	9.917	9.172	
002183	怡 亚 通	0.25	7.99	11409374	91408080	-0.152	-0.071	-0.161	18.487	19.159	17.141	16.279	33.140	53.539	45.891	8.197	8.384	
002184	海得控制	0.92	13.12	1580323	20721632	-0.341	-0.207	-0.267	19.019	23.807	9.442	14.497	51.183	58.598	64.920	13.473	14.184	
002185	华天科技	-0.14	6.99	22708062	158033344	0.012	0.065	-0.106	43.055	36.970	55.223	12.805	26.829	65.697	43.636	7.038	6.904	
002186	全 聚 德	2.37	19.04	2123286	39814008	-0.326	-0.223	-0.204	24.227	21.656	29.369	7.566	47.368	82.387	73.649	19.225	19.825	
002187	广百股份	1.09	12.01	1805624	21609816	-0.135	-0.070	-0.131	31.380	31.064	32.011	16.931	52.381	54.984	52.902	12.111	12.331	
002188	巴士在线	-0.04	25.35	717367	18118994	-0.174	-0.157	-0.033	66.533	71.097	57.404	1.688	41.350	94.949	90.364	25.466	25.842	
002189	利达光电	2.11	15.97	2142884	33692372	-0.197	-0.090	-0.213	35.632	29.335	48.226	17.969	33.854	53.802	40.356	16.022	16.356	
002190	成飞集成	3.66	26.90	4639504	122850600	-0.046	0.068	-0.228	40.071	36.974	46.265	25.304	29.364	34.540	39.010	26.547	26.639	
002191	劲嘉股份	0.00	9.28	7247583	67108952	0.007	0.027	-0.041	22.434	29.205	8.890	13.750	18.750	10.957	13.544	9.316	9.277	
002192	融捷股份					1.367	0.845	1.043	84.456	80.940	91.488	44.510	1.844	85.559	70.380	27.476	25.326	
002193	如意集团	-0.06	15.41	1188752	18318318	0.101	0.089	0.022	71.328	66.047	81.892	20.395	38.596	50.749	59.797	15.280	15.115	
002194	武汉凡谷	-0.90	7.75	2173646	16811212	-0.318	-0.211	-0.216	15.762	15.651	15.982	8.738	52.913	86.081	70.392	8.175	8.688	
002195	二三四五	3.18	6.48	57308584	371814592	-0.045	0.035	-0.160	32.381	26.355	44.434	23.711	29.897	50.352	42.967	6.502	6.430	
002196	方正电机	-1.69	11.02	4465404	49344236	-0.036	0.113	-0.297	22.654	26.999	13.966	10.571	31.143	64.046	51.632	11.462	11.377	
002197	证通电子	3.19	12.28	5267486	63885844	-0.117	-0.002	-0.229	32.779	27.290	43.759	16.260	37.127	70.895	59.214	12.317	12.412	
002198	嘉应制药	-0.15	12.96	3162540	40632304	-0.182	-0.123	-0.119	25.184	24.607	26.339	0.588	37.059	90.743	72.837	13.199	13.424	
002199	东晶电子	-2.70	15.12	1600853	24438798	-0.114	-0.177	0.125	71.196	54.850	103.888	30.569	25.041	55.040	68.737	14.767	15.124	
002200	云投生态	-0.27	18.15	1824601	32911564	-0.221	-0.335	0.227	54.400	44.203	74.795	18.333	26.875	26.351	42.121	17.912	18.940	
002201	九鼎新材	0.94	8.59	1383610	11702452	-0.317	-0.231	-0.172	27.647	24.179	34.583	9.677	50.538	82.805	68.048	8.870	9.531	
002202	金风科技	0.61	14.88	6587048	97749640	-0.132	-0.071	-0.121	47.154	39.067	63.328	15.000	38.750	64.978	54.467	14.939	15.084	
002203	海亮股份	1.04	8.75	13913853	121770504	0.212	0.184	0.057	73.500	70.491	79.518	27.311	19.748	23.084	35.082	8.488	8.069	
002204	大连重工	0.49	4.07	9631302	39010876	-0.016	-0.014	-0.004	61.684	49.952	85.148	19.118	30.882	47.286	36.725	4.041	4.092	
002205	国统股份	0.48	23.03	1342119	30989802	-1.467	-1.102	-0.732	23.511	21.329	27.876	6.015	59.649	89.930	73.383	24.590	27.399	
002206	海 利 得	3.35	7.09	9371505	65741732	-0.100	-0.071	-0.057	47.255	29.927	81.911	18.243	22.973	64.019	71.232	7.011	7.173	
002207	*ST准油	4.97	9.09	20653468	185944848	-0.041	-0.082	0.082	59.018	43.709	89.637	30.605	22.776	24.382	32.044	8.627	8.839	
002208	合肥城建	2.48	11.97	4900777	59534832	-0.231	-0.156	-0.149	39.307	29.219	59.484	36.104	32.987	43.411	38.630	11.950	12.375	
002209	达 意 隆	-0.79	12.50	871090	10822747	-0.313	-0.224	-0.177	34.004	27.763	46.485	17.081	35.404	62.454	38.833	12.832	13.522	
002210	飞马国际	3.71	10.89	8142565	87510696	0.061	0.027	0.067	67.859	58.045	87.486	32.888	34.492	35.958	60.021	10.330	10.250	
002211	宏达新材	1.73	10.00	16422098	164161344	0.312	0.286	0.052	54.906	53.633	57.450	15.336	20.168	21.312	55.111	9.655	9.093	
002212	南洋股份	1.00	13.19	797183	10466506	-0.122	-0.094	-0.056	22.023	31.303	3.464	8.485	37.576	35.802	53.298	13.335	13.734	
002213	特 尔 佳	2.27	21.17	573410	11994487	-0.400	-0.320	-0.160	48.052	39.869	64.418	8.160	34.201	80.587	65.208	21.220	21.984	
002214	大立科技	1.05	7.67	4558538	34501524	-0.215	-0.140	-0.149	31.269	25.702	42.402	9.694	40.816	79.549	71.921	7.792	8.189	
002215	诺 普 信	2.19	8.39	26668340	219943136	0.006	0.025	-0.038	54.609	41.154	81.517	23.630	33.904	39.318	36.051	8.175	8.257	
002216	三全食品	-0.59	8.45	2155680	18221166	-0.063	-0.037	-0.052	52.847	46.443	65.656	15.753	39.726	74.868	66.173	8.504	8.598	
002217	合力泰	-0.66	9.07	11719536	106824504	-0.115	-0.053	-0.125	39.280	30.893	56.053	11.397	23.162	67.725	56.750	9.136	9.276	
002218	拓日新能	0.71	4.26	6913710	29383064	-0.151	-0.100	-0.102	27.112	23.071	35.194	16.514	44.037	62.041	57.473	4.409	4.611	
002219	恒康医疗	-0.86	11.57	1844625	21425264	-0.109	-0.087	-0.046	68.778	65.472	75.388	6.835	44.245	86.353	77.678	11.789	12.065	
002220	天宝股份	0.37	8.10	1851845	14891068	-0.163	-0.108	-0.110	26.097	25.104	28.081	11.613	38.065	70.860	64.888	8.248	8.553	
002221	东华能源	2.92	11.65	17638380	205199824	0.134	0.072	0.124	65.601	52.360	92.083	37.838	19.820	30.438	40.123	11.113	10.999	
002222	福晶科技	0.36	14.10	6604216	92792248	-0.170	-0.094	-0.153	36.041	38.784	30.555	6.407	41.226	64.255	47.657	14.320	14.564	
002223	鱼跃医疗	-1.30	18.94	8153283	154686560	-0.959	-0.534	-0.850	19.611	18.312	22.209	10.890	62.683	76.702	68.274	20.422	21.801	
002224	三 力 士	1.55	10.49	8244606	85804968	-0.166	-0.067	-0.197	23.802	21.419	28.570	13.386	43.701	64.454	55.242	10.607	10.919	
002225	濮耐股份	10.00	6.49	34476920	223709920	0.101	0.026	0.151	70.702	51.974	108.157	63.776	13.776	40.862	43.692	5.632	5.501	
002226	江南化工	1.45	7.01	8100602	56343408	-0.026	0.012	-0.076	40.793	35.838	50.703	17.857	36.224	45.743	53.761	6.993	7.022	
002227	奥 特 迅	1.47	17.21	1122876	19388672	-0.332	-0.160	-0.344	28.105	25.110	34.094	18.546	43.358	71.826	55.437	17.550	18.081	
002228	合兴包装	1.32	4.60	4210038	19228200	-0.014	-0.001	-0.025	50.351	41.365	68.323	14.474	32.895	72.735	68.594	4.588	4.622	
002229	鸿博股份	-0.20	9.76	4549268	44134360	-0.414	-0.297	-0.234	18.756	18.822	18.624	3.636	38.182	59.019	55.987	10.189	10.987	
002230	科大讯飞	0.87	46.23	78517296	3637196288	2.729	2.478	0.501	75.644	64.147	98.638	37.494	9.685	53.010	48.220	42.811	37.087	
002231	奥维通信	0.28	10.72	1686220	18041624	-0.070	-0.052	-0.036	61.956	58.903	68.061	6.000	34.000	70.295	56.288	10.767	10.884	
002232	启明信息	0.92	10.93	2509453	27142226	-0.485	-0.383	-0.204	18.365	17.440	20.214	5.159	53.571	90.710	64.625	11.342	12.155	
002233	塔牌集团	2.01	13.21	52614144	691476736	0.138	0.046	0.184	77.424	66.115	100.040	30.275	22.936	9.711	19.907	12.624	12.427	
002234	民和股份	-2.43	16.89	13516831	231977600	1.116	0.890	0.452	86.259	85.185	88.405	19.927	16.381	17.965	36.078	15.857	13.842	
002235	安妮股份	2.80	12.13	7517505	89346192	-0.081	-0.058	-0.046	37.179	35.094	41.350	17.172	30.303	17.916	32.578	11.933	12.215	
002236	大华股份	3.79	24.94	38726500	956244608	0.873	0.902	-0.058	67.085	67.457	66.341	13.563	16.296	26.963	36.118	24.098	21.947	
002237	恒邦股份	-0.88	11.24	11747372	133025896	0.271	0.219	0.103	72.894	72.035	74.614	28.058	5.036	78.561	66.931	11.090	10.613	
002238	天威视讯	1.14	10.63	1302011	13804538	-0.330	-0.192	-0.276	16.874	18.142	14.336	7.025	62.810	88.564	67.726	11.048	11.612	
002239	奥特佳	-0.49	4.06	6919606	28036560	-0.072	-0.033	-0.077	18.449	21.908	11.532	5.195	45.454	86.989	76.790	4.202	4.307	
002240	威华股份	0.37	13.61	20873488	284186592	0.388	0.335	0.106	69.715	57.578	93.990	29.515	18.058	56.582	53.576	12.849	12.112	
002241	歌尔股份	1.05	19.20	23840034	453539904	0.088	0.033	0.111	70.948	61.829	89.186	27.815	19.205	44.423	36.007	18.724	18.394	
002242	九阳股份	1.52	18.02	5045347	90105088	-0.284	-0.156	-0.255	18.057	17.557	19.058	4.651	34.551	81.900	80.894	18.277	18.634	
002243	通产丽星	0.55	9.11	3890167	35611160	-0.090	-0.017	-0.146	26.815	28.150	24.143	25.490	43.529	33.320	37.654	9.321	9.522	
002244	滨江集团	0.15	6.74	12314849	83131368	-0.056	-0.053	-0.005	57.564	41.591	89.508	31.111	23.333	40.527	56.661	6.722	6.818	
002245	澳洋顺昌	-0.47	8.52	9194548	78202456	-0.073	0.003	-0.151	29.047	31.853	23.436	13.866	41.597	55.619	50.618	8.805	8.885	
002246	北化股份	4.58	17.80	48861688	831185216	0.697	0.415	0.563	83.041	79.406	90.309	37.139	11.794	87.494	59.855	16.250	15.362	
002247	帝龙文化	-0.91	11.97	4187016	49680340	-0.374	-0.325	-0.098	45.128	41.189	53.006	0.379	43.939	98.716	92.992	12.372	13.195	
002248	*ST东数					-0.203	-0.238	0.069	29.345	36.008	16.020	6.140	34.211	60.272	54.978	6.494	7.129	
002249	大洋电机	0.62	6.47	7587140	48844772	-0.035	-0.006	-0.058	44.373	42.681	47.757	17.021	43.972	49.735	45.892	6.525	6.571	
002250	联化科技	-1.64	13.81	5977980	82701936	-0.052	0.043	-0.191	26.497	30.773	17.945	10.196	33.726	73.148	64.580	14.152	14.154	
002251	步 步 高	0.08	12.14	3220268	38977056	-0.083	-0.012	-0.140	41.528	44.009	36.565	6.130	51.341	65.817	63.289	12.329	12.384	
002252	上海莱士																	
002253	川大智胜	0.62	22.72	4325510	96673600	-0.311	-0.218	-0.186	46.941	36.418	67.987	29.730	35.135	55.501	58.696	22.684	23.340	
002254	泰和新材	1.49	12.97	13358329	172299136	-0.027	0.015	-0.085	34.813	32.206	40.028	11.165	32.039	77.393	63.822	12.948	12.969	
002255	海陆重工	-9.50	8.19	37311856	307161728	-0.069	-0.014	-0.110	4.444	4.444	4.444	0.000	100.000			8.918	9.016	
002256	兆新股份					-0.167	-0.109	-0.115	19.181	23.811	9.920	3.876	68.992	77.948	64.435	4.803	5.087	
002258	利尔化学	3.31	13.72	8894886	120832896	0.303	0.226	0.155	87.642	81.425	100.076	24.194	10.323	25.618	29.953	13.173	12.695	
002259	升达林业	0.14	7.27	3964010	28692960	0.087	0.105	-0.036	39.050	46.365	24.420	9.453	37.313	50.765	66.186	7.308	7.264	
002260	德奥通航																	
002261	拓维信息	-0.54	9.13	9296791	84500736	-0.715	-0.401	-0.628	9.991	14.346	1.279	1.449	77.971	98.208	70.770	10.239	11.249	
002262	恩华药业	-1.26	14.12	3812786	53817748	0.007	0.103	-0.191	50.402	51.975	47.255	3.595	40.523	43.422	35.858	14.477	14.256	
002263	大 东 南																	
002264	新 华 都					0.000	-0.001	0.003	33.757	20.086	61.099	1.163	20.930			8.310	8.309	
002265	西仪股份	5.98	21.99	21674412	464693088	0.554	0.427	0.253	78.546	68.134	99.368	26.321	24.663	23.744	49.021	20.590	19.727	
002266	浙富控股	0.21	4.68	8024604	37380320	-0.067	-0.041	-0.051	23.875	25.213	21.200	2.817	40.845	90.587	66.200	4.754	4.889	
002267	陕天然气	1.04	8.76	6901521	60445864	-0.002	0.003	-0.010	59.161	42.439	92.605	37.313	23.134	49.879	47.279	8.595	8.552	
002268	卫 士 通	-1.97	13.46	6147163	82715560	-0.984	-0.680	-0.608	10.949	13.500	5.846	2.004	70.341	95.300	59.469	14.851	16.713	
002269	美邦服饰	0.27	3.69	5332949	19648764	-0.041	-0.035	-0.013	43.316	42.832	44.283	17.949	33.333	42.311	51.148	3.715	3.826	
002270	华明装备	0.51	9.90	1362432	13402006	-0.247	-0.167	-0.161	26.598	27.429	24.935	8.730	48.016	72.416	56.822	10.158	10.629	
002271	东方雨虹	1.43	38.19	3469855	131607896	0.722	0.805	-0.166	76.225	70.580	87.513	10.288	31.411	35.181	34.766	37.322	35.229	
002272	川润股份	0.31	6.51	4628401	29967082	-0.097	-0.052	-0.090	30.158	35.876	18.722	9.249	52.023	50.804	70.248	6.667	6.964	
002273	水晶光电	1.59	21.72	9639853	209686320	0.169	0.160	0.019	67.291	55.689	90.495	25.480	24.607	29.442	36.037	21.315	21.041	
002274	华昌化工	3.79	8.50	28313008	236557472	0.147	0.114	0.067	73.203	62.301	95.005	38.435	19.388	36.168	28.115	7.983	7.701	
002275	桂林三金	0.30	16.79	677406	11341326	-0.196	-0.106	-0.179	28.851	27.575	31.402	7.477	41.589	80.363	65.507	17.011	17.288	
002276	万马股份	1.34	9.80	6640501	64919956	-0.196	-0.149	-0.094	33.533	25.366	49.866	17.788	35.577	65.935	45.179	9.840	10.283	
002277	友阿股份	2.75	6.35	17910192	113433416	-0.046	-0.033	-0.026	48.282	36.384	72.079	32.203	28.814	52.527	43.060	6.256	6.361	
002278	神开股份	-2.31	9.32	5113956	47991008	-0.296	-0.310	0.029	36.560	45.552	18.574	17.427	34.440	31.804	36.004	9.672	10.490	
002279	久其软件	0.18	11.24	4958942	55095200	-0.392	-0.250	-0.284	13.644	17.919	5.094	5.490	57.255	90.970	69.840	11.793	12.510	
002280	联络互动	-1.97	8.48	29487740	249124800	-0.860	-0.739	-0.243	18.008	15.191	23.641	12.094	51.032	81.623	66.832	9.185	10.775	
002281	光迅科技	0.56	17.96	3783606	67487344	-0.935	-0.597	-0.676	26.490	25.117	29.235	6.698	66.978	83.382	84.826	19.238	20.672	
002282	博深工具	0.82	18.38	14466301	265498192	-0.675	-0.523	-0.305	38.420	31.590	52.082	3.408	34.469	73.436	46.009	18.899	19.985	
002283	天润曲轴	-0.77	6.41	10230064	65320300	-0.035	-0.019	-0.032	44.146	44.971	42.496	14.198	36.420	35.904	61.720	6.443	6.499	
002284	亚太股份	0.00	10.09	5461057	55066460	-0.259	-0.129	-0.261	18.133	16.604	21.191	12.963	53.241	78.519	66.580	10.435	10.859	
002285	世联行	0.98	9.32	106560384	1000002816	0.247	0.083	0.329	74.932	59.491	105.815	58.496	5.014	60.795	65.204	8.276	7.869	
002286	保龄宝	-0.29	10.47	2435790	25478914	-0.516	-0.335	-0.362	6.617	9.356	1.139	0.000	55.853	100.000	84.808	11.182	12.105	
002287	奇正藏药	-0.17	40.25	1084390	43671188	0.071	0.283	-0.426	25.464	30.407	15.577	5.162	36.053	16.862	31.029	40.911	40.695	
002288	超华科技	0.25	7.88	33908616	265530112	0.278	0.200	0.155	85.594	83.090	90.602	26.885	21.639	28.921	35.200	7.598	7.140	
002289	宇顺电子					-0.028	0.085	-0.226	27.269	35.269	11.269	8.464	47.649	58.406	49.262	12.149	12.222	
002290	中科新材	-1.82	13.99	2225905	31100042	-0.696	-0.462	-0.466	12.306	18.932	-0.946	3.783	60.047	91.118	79.537	15.102	16.434	
002291	星期六	-1.18	9.25	12615756	115861592	-2.106	-1.745	-0.724	8.217	7.794	9.063	9.341	45.330	87.751	91.343	10.911	14.660	
002292	奥飞娱乐	0.15	13.78	5147519	70669688	-0.702	-0.448	-0.508	19.012	16.166	24.703	4.071	44.020	83.606	86.780	14.529	15.637	
002293	罗莱生活	0.45	11.25	1509094	16935704	-0.040	-0.013	-0.053	40.394	43.979	33.225	27.935	17.004	16.367	39.611	11.319	11.452	
002294	信立泰	-0.12	34.16	4332169	146252000	0.273	0.405	-0.262	51.510	49.105	56.320	22.680	28.866	34.412	46.287	34.355	33.174	
002295	精艺股份					0.296	0.285	0.023	62.156	70.499	45.470	26.852	1.852	43.781	48.977	13.929	13.428	
002296	辉煌科技	0.21	9.34	5085121	47396484	-0.451	-0.355	-0.192	27.841	22.528	38.469	11.583	53.282	81.036	65.282	9.735	10.767	
002297	博云新材	5.08	10.35	10885657	110324048	-0.235	-0.178	-0.114	35.015	25.345	54.355	24.074	40.741	66.855	50.378	10.230	10.829	
002298	中电鑫龙	-0.60	9.95	2025065	20113616	-0.243	-0.165	-0.157	28.043	26.230	31.671	10.952	47.143	78.671	69.463	10.196	10.611	
002299	圣农发展	0.30	16.63	13083730	219464720	0.431	0.421	0.020	73.388	63.296	93.572	22.691	9.639	62.250	60.974	16.006	14.991	
002300	太阳电缆	1.87	11.47	17611420	199371696	0.042	0.154	-0.223	40.451	39.347	42.658	10.638	33.830	59.787	56.411	11.628	11.454	
002301	齐心集团	1.99	19.00	3203200	59469884	-0.722	-0.594	-0.255	45.852	33.394	70.768	13.817	48.361	63.340	52.596	19.336	20.730	
002302	西部建设	0.04	22.54	33768880	762314752	0.473	0.632	-0.319	62.650	49.650	88.650	25.720	26.462	37.802	40.629	22.135	21.248	
002303	美盈森	1.23	7.43	3987046	29362438	-0.129	-0.060	-0.138	27.356	30.518	21.032	8.242	48.901	78.872	59.112	7.574	7.844	
002304	洋河股份	1.95	88.00	5099712	446334304	0.099	-0.118	0.434	77.240	59.446	112.828	34.720	17.053	40.432	36.137	85.053	84.286	
002305	南国置业	1.29	4.71	27433194	129210000	-0.254	-0.189	-0.129	21.188	18.916	25.734	6.494	44.805	84.894	79.775	4.911	5.211	
002306	*ST云网	-0.78	3.83	4377789	16779276	-0.052	-0.057	0.011	67.936	50.435	102.938	33.645	16.822	40.318	58.420	3.785	3.888	
002307	北新路桥	-1.34	18.41	26789014	493815520	0.124	0.221	-0.194	44.730	48.385	37.420	13.308	30.348	25.660	36.761	18.742	18.742	
002308	威创股份	3.37	13.19	8585391	113055448	0.036	0.046	-0.020	55.571	48.592	69.528	24.601	13.738	14.325	22.346	12.921	12.861	
002309	中利集团	0.22	13.66	1864972	25434514	0.332	0.267	0.129	86.572	87.906	83.904	18.182	9.524	59.409	67.614	13.360	12.792	
002310	东方园林	3.01	17.80	21818388	385928256	0.110	0.138	-0.055	43.729	46.653	37.882	17.444	30.629	22.429	48.018	17.521	17.357	
002311	海大集团	1.70	19.13	2518484	47805884	0.446	0.332	0.228	88.211	79.165	106.304	26.293	0.216	85.499	61.561	18.286	17.460	
002312	*ST三泰		6.48	71338400	484880704	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			6.480	6.480	
002313	日海通讯	0.96	20.96	2288016	47989400	0.111	0.149	-0.075	68.035	53.896	96.313	19.081	29.152	62.803	55.593	20.577	20.305	
002314	南山控股	0.00	6.23	3963100	24726100	-0.067	-0.085	0.037	54.176	49.302	63.924	32.584	3.371	47.332	65.081	6.231	6.426	
002315	焦点科技	0.38	23.91	1992746	47616952	-0.391	-0.265	-0.252	21.158	29.021	5.430	21.421	24.306	9.671	43.333	24.560	25.587	
002316	键桥通讯	-0.90	13.20	1256799	16643126	-0.017	0.106	-0.246	39.775	38.939	41.449	6.989	38.172	69.287	43.716	13.516	13.485	
002317	众生药业	1.13	11.59	2906905	33470754	-0.149	-0.084	-0.129	26.274	22.851	33.120	10.968	37.419	76.289	82.109	11.718	11.912	
002318	久立特材	0.38	7.92	7067650	55592496	-0.099	-0.040	-0.118	34.088	36.318	29.628	11.168	51.269	62.827	57.414	8.087	8.233	
002319	乐通股份	0.00	15.36	1132700	17317762	-0.454	-0.332	-0.246	16.860	23.609	3.360	18.203	33.410	39.307	42.563	15.901	16.660	
002320	海峡股份	4.56	14.68	8247630	119868400	-0.001	-0.028	0.054	66.467	49.403	100.594	37.243	24.340	52.732	39.983	14.006	14.048	
002321	华英农业	1.70	10.76	18327014	198926304	-0.051	-0.022	-0.058	51.199	40.839	71.921	20.641	20.285	66.758	61.482	10.609	10.612	
002322	理工环科	-0.56	21.35	4166056	87963264	-0.603	-0.344	-0.518	18.786	19.865	16.628	12.577	33.896	49.156	52.785	22.262	23.153	
002323	雅百特	1.94	10.53	53837516	548586432	-0.055	-0.101	0.092	70.744	54.462	103.310	19.565	24.068	50.354	48.546	9.976	10.313	
002324	普利特	0.78	25.90	442887	11354542	-0.172	-0.106	-0.132	39.907	33.065	53.589	22.193	33.420	51.248	54.880	25.954	26.304	
002325	洪涛股份	0.47	6.48	14036141	90476848	-0.118	-0.000	-0.236	21.025	21.275	20.524	4.255	37.766	87.800	74.655	6.734	6.779	
002326	永太科技	0.00	14.28	16664703	240565584	0.078	0.048	0.058	74.842	67.116	90.295	28.112	18.670	33.687	44.024	14.018	13.907	
002327	富安娜	-0.24	8.23	3286879	26958632	-0.079	-0.074	-0.009	55.059	44.144	76.888	22.764	29.268	52.621	46.919	8.256	8.464	
002328	新朋股份	0.65	7.79	2765041	21479938	-0.119	-0.068	-0.102	34.117	30.772	40.807	13.043	42.754	75.297	69.341	7.884	8.087	
002329	皇氏集团	0.47	8.49	7763443	65680780	-0.356	-0.252	-0.210	10.218	14.317	2.020	10.648	56.944	54.880	41.425	8.931	9.638	
002330	得利斯	0.48	8.38	1127396	9421122	-0.140	-0.074	-0.132	42.017	35.133	55.784	10.553	44.221	81.598	72.934	8.494	8.712	
002331	皖通科技																	
002332	仙琚制药	0.39	7.73	6512880	49854588	-0.096	-0.013	-0.164	21.123	22.080	19.209	3.723	36.702	77.080	50.948	8.025	8.102	
002333	罗普斯金	-0.07	13.67	1456376	19936870	-0.383	-0.315	-0.135	25.857	22.727	32.118	16.169	28.607	36.926	45.729	13.839	14.806	
002334	英威腾	0.00	7.31	3937904	28708810	0.015	0.029	-0.029	59.411	46.617	84.999	23.009	23.009	44.114	57.461	7.268	7.257	
002335	科华恒盛	2.95	35.97	2781649	99761376	0.101	0.208	-0.214	40.489	36.194	49.080	22.021	26.170	17.019	22.758	35.196	34.567	
002336	人人乐	-0.46	12.96	2862407	36593156	0.431	0.415	0.033	63.282	52.733	84.379	30.918	12.802	24.796	38.830	12.532	11.573	
002337	赛象科技	0.00	5.58	3152776	17547802	-0.097	-0.068	-0.059	28.998	30.968	25.060	10.753	49.462	70.430	60.089	5.681	5.889	
002338	奥普光电	-1.05	16.06	2313754	37080360	-0.480	-0.416	-0.128	37.400	26.130	59.939	23.016	35.119	47.599	47.875	16.109	17.413	
002339	积成电子	0.26	11.38	6367136	72084336	-1.085	-1.000	-0.169	18.688	14.379	27.306	10.929	46.721	80.740	79.805	11.948	14.089	
